SL. NO.,ADDRESS,COUNTRY,STATE,CITY,TIMEZONE,ping_delay_time,last_router_delay,traceroute_steps,traceroute_time,total_delay,minimum_rtt,maximum_rtt,average_rtt,time_to_live,latitude,longitude
857,117.227.46.159,India,West Bengal,Kolkata,Asia/Kolkata,72.848,46.414,5.0,42.739,58.202,50.771,71.107,61.008,96.0,23.0442,88.669
858,117.201.75.20,India,Uttar Pradesh,Agra,Asia/Kolkata,67.559,46.572,9.0,22.34,53.674,46.971,61.257,55.644,101.0,28.1378,74.4097
859,117.206.248.207,India,Telangana,Ramagundam,Asia/Kolkata,72.604,16.947,5.0,46.639,51.937,46.573,62.493,54.864,98.0,22.1219,85.0732
860,117.215.241.245,India,Himachal Pradesh,Una,Asia/Calcutta,104.218,9.301,6.0,24.047,52.217,47.254,64.123,55.743,81.0,8.5517,82.7334
861,117.217.179.128,India,Tamil Nadu,Erode,Asia/Kolkata,82.04,16.22,5.0,68.323,60.973,56.136,72.38,65.471,106.0,23.9243,75.1918
862,59.95.11.25,India,Goa,- - -,Asia/Kolkata,97.212,46.24,7.0,69.54,76.826,72.689,85.746,78.837,76.0,8.3886,82.1838
863,61.1.206.95,India,Kerala,Pathanamthitta,Asia/Kolkata,84.909,23.333,7.0,38.457,51.734,48.245,58.505,52.073,104.0,9.3358,76.6222
864,117.213.128.157,India,Tamil Nadu,Hosur,Asia/Calcutta,95.969,28.812,7.0,79.024,77.348,72.582,92.031,82.736,92.0,12.7331,77.8178
865,117.230.44.177,India,Karnataka,Bengaluru,Asia/Kolkata,67.706,39.56,8.0,72.66,66.387,59.018,72.145,64.047,97.0,12.7487,77.7508
866,117.211.58.85,India,Kerala,Kollam,Asia/Calcutta,81.079,19.316,8.0,31.034,47.076,43.227,55.542,49.194,87.0,8.8574,76.5423
867,117.207.177.98,India,Rajasthan,Bhiwadi,Asia/Calcutta,84.711,18.048,5.0,41.419,57.696,52.267,71.831,63.856,70.0,28.1909,76.8715
868,117.199.158.70,India,Rajasthan,Sikar,Asia/Calcutta,97.201,23.053,8.0,48.823,59.427,51.586,66.796,58.012,104.0,27.6272,75.1555
869,117.203.138.194,India,Punjab,Hoshiarpur,Asia/Calcutta,82.204,21.064,4.0,46.974,59.885,54.379,69.936,60.93,106.0,31.497,75.9964
870,117.237.201.26,India,- - -,- - -,Asia/Kolkata,82.592,43.596,6.0,44.866,63.754,59.032,78.572,67.617,105.0,9.1841,85.9516
871,117.225.184.93,India,Haryana,Gurgaon,Asia/Calcutta,89.853,26.793,10.0,55.75,62.982,59.369,74.944,67.461,111.0,31.6791,74.7099
872,117.197.182.34,India,Tamil Nadu,Chennai,Asia/Kolkata,60.111,23.323,4.0,69.033,53.82,45.82,66.476,57.52,120.0,13.0129,80.2659
873,117.225.124.218,India,Uttar Pradesh,Arjunganj,Asia/Kolkata,111.377,35.821,9.0,29.585,68.568,63.912,78.613,71.698,77.0,28.1749,83.7418
874,117.210.157.239,India,Jammu and Kashmir,Srinagar,Asia/Kolkata,94.527,7.218,7.0,20.972,48.719,45.497,62.65,55.862,107.0,19.2093,72.8099
875,117.194.253.87,India,West Bengal,Contai,Asia/Kolkata,98.1,33.901,8.0,58.674,73.051,69.246,83.964,77.622,71.0,18.3564,85.1691
876,117.225.76.86,India,Punjab,Ludhiana,Asia/Kolkata,85.816,9.053,4.0,41.008,54.33,51.045,63.515,55.515,51.0,30.9716,75.8614
877,61.2.78.100,India,Tamil Nadu,Kanchipuram,Asia/Calcutta,65.526,32.068,9.0,45.571,57.582,50.262,64.548,56.554,81.0,24.8999,80.5362
878,59.89.53.107,India,Uttar Pradesh,Azamgarh,Asia/Calcutta,97.418,45.229,6.0,36.699,66.65,61.909,76.018,70.588,54.0,17.8177,84.5052
879,117.193.69.190,India,Tamil Nadu,Tiruchi,Asia/Kolkata,91.182,13.872,5.0,67.032,65.141,60.297,75.033,68.91,80.0,32.4324,92.7474
880,59.95.92.22,India,Gujarat,Rajkot,Asia/Kolkata,62.435,21.685,4.0,31.3,44.091,38.616,56.847,47.758,73.0,22.2525,70.7901
881,117.212.229.241,India,Madhya Pradesh,- - -,Asia/Kolkata,106.802,40.034,8.0,23.139,60.935,53.908,73.221,65.146,73.0,26.8421,75.8129
882,117.193.69.192,India,Tamil Nadu,Tiruchi,Asia/Kolkata,81.011,40.326,9.0,57.719,69.161,61.765,83.598,72.734,58.0,8.3932,84.2662
883,117.212.229.239,India,Madhya Pradesh,- - -,Asia/Kolkata,70.504,36.165,8.0,71.683,61.835,57.254,69.92,63.612,56.0,15.0382,89.2106
884,59.89.53.29,India,Uttar Pradesh,Kanpur,Asia/Kolkata,81.388,11.017,6.0,51.156,51.9,48.571,58.13,53.83,64.0,26.4176,80.4264
885,117.212.229.110,India,Madhya Pradesh,- - -,Asia/Kolkata,85.16,23.089,10.0,38.076,57.956,54.822,64.712,58.717,120.0,10.7102,71.5416
886,117.193.69.34,India,Tamil Nadu,Tiruchi,Asia/Kolkata,84.59,7.818,5.0,68.392,55.827,51.476,69.065,60.108,62.0,17.0396,80.9848
887,117.192.92.194,India,Andhra Pradesh,Puttaparthi,Asia/Calcutta,83.743,45.107,5.0,75.289,75.827,71.957,86.59,78.279,56.0,8.2401,74.5719
888,117.193.69.38,India,Tamil Nadu,Tiruchi,Asia/Kolkata,113.965,43.662,4.0,75.162,86.757,82.26,93.468,88.77,124.0,14.34,71.4628
889,59.95.92.79,India,Gujarat,Rajkot,Asia/Kolkata,102.873,20.451,4.0,64.844,65.312,61.796,72.089,66.159,118.0,22.2655,70.8584
890,59.89.84.180,India,Punjab,Jalandhar,Asia/Kolkata,88.624,39.254,8.0,60.063,66.942,63.16,75.01,69.67,77.0,31.3051,75.5632
891,59.94.64.234,India,Assam,Guwahati,Asia/Kolkata,87.895,31.63,8.0,56.959,62.167,57.627,72.395,66.373,99.0,25.9552,91.5869
892,117.192.242.183,India,Karnataka,Bengaluru,Asia/Kolkata,109.615,26.944,9.0,45.591,65.05,57.591,71.649,65.551,66.0,13.4268,78.1971
893,117.237.238.40,India,Jharkhand,- - -,Asia/Kolkata,67.365,35.153,8.0,27.512,50.376,45.604,63.519,55.542,123.0,12.1295,90.9482
894,59.96.68.13,India,Maharashtra,Pune,Asia/Calcutta,81.581,48.517,8.0,29.638,59.675,55.482,65.723,62.325,89.0,19.3144,73.9871
895,59.91.28.255,India,Karnataka,Raichur,Asia/Kolkata,77.423,39.279,8.0,41.409,55.304,48.625,62.739,56.571,57.0,16.2067,77.3503
896,59.96.67.105,India,Himachal Pradesh,Shimla,Asia/Kolkata,93.238,16.463,7.0,20.632,50.043,45.579,58.803,53.441,54.0,31.1029,77.157
897,117.197.217.252,India,Tamil Nadu,Coimbatore,Asia/Calcutta,77.272,35.476,7.0,37.72,54.718,48.041,62.61,53.643,101.0,10.8596,77.0609
898,59.95.92.220,India,Gujarat,Rajkot,Asia/Kolkata,89.413,30.222,7.0,33.144,55.276,51.331,66.192,57.708,66.0,22.2757,70.7796
899,117.210.192.4,India,Punjab,Gurdaspur,Asia/Kolkata,115.056,45.461,5.0,36.324,75.572,69.052,85.45,77.013,93.0,32.036,75.3705
900,117.239.70.139,India,Tamil Nadu,Madurai,Asia/Kolkata,88.018,32.695,9.0,59.217,65.089,58.936,78.84,70.309,113.0,9.8053,78.1953
901,117.239.70.165,India,Gujarat,Surat,Asia/Calcutta,77.54,45.49,5.0,47.166,62.486,56.292,73.569,65.479,98.0,21.2088,69.2723
902,117.239.70.191,India,Tamil Nadu,Madurai,Asia/Kolkata,117.339,30.265,6.0,50.441,71.261,64.661,85.543,76.277,125.0,9.8496,78.2701
903,117.217.155.78,India,Kerala,Kottayam,Asia/Calcutta,72.516,7.484,5.0,20.57,35.758,30.782,44.002,38.123,113.0,9.6681,76.4531
904,59.96.67.236,India,Himachal Pradesh,Shimla,Asia/Kolkata,88.763,21.719,6.0,34.444,52.131,46.064,63.587,56.464,72.0,31.027,77.1511
905,117.247.134.81,India,Madhya Pradesh,Tikamgarh,Asia/Calcutta,79.804,37.624,8.0,51.308,58.812,54.548,64.354,59.627,60.0,34.8568,80.6785
906,61.3.181.212,India,Kerala,Palakkad,Asia/Kolkata,90.297,20.516,9.0,22.051,53.155,45.971,67.55,57.715,55.0,10.6326,76.8244
907,61.2.7.102,India,Andhra Pradesh,Nuzvid,Asia/Calcutta,69.694,7.444,6.0,45.807,43.118,37.502,56.413,45.877,107.0,15.7953,76.8075
908,117.194.126.6,India,West Bengal,Kolkata,Asia/Calcutta,84.172,42.758,8.0,37.664,61.259,57.808,66.805,60.553,105.0,22.8698,87.8497
909,117.194.10.81,India,Odisha,Bhubaneswar,Asia/Kolkata,78.109,15.507,5.0,37.176,51.146,44.726,66.122,56.806,73.0,20.3241,85.7282
910,117.194.10.107,India,Odisha,Bhubaneswar,Asia/Kolkata,70.246,35.997,8.0,43.657,53.126,45.45,67.839,55.01,115.0,20.298,85.8512
911,117.194.10.103,India,Odisha,Bhubaneswar,Asia/Kolkata,111.359,33.108,10.0,67.445,73.351,69.895,79.702,75.242,64.0,20.5099,86.0152
912,117.194.10.145,India,Odisha,Bhubaneswar,Asia/Kolkata,81.916,11.161,10.0,65.311,59.187,51.567,68.112,59.061,74.0,20.2187,85.8351
913,117.194.10.38,India,West Bengal,Howrah,Asia/Kolkata,69.117,48.896,6.0,53.326,62.921,57.218,75.022,68.078,122.0,22.6578,88.3598
914,117.194.10.210,India,Odisha,Bhubaneswar,Asia/Kolkata,109.574,48.276,6.0,62.967,83.015,78.625,89.555,84.395,125.0,20.0373,85.6936
915,117.194.10.249,India,Odisha,Balasore,Asia/Calcutta,74.222,23.765,6.0,74.305,62.356,57.623,72.081,64.118,67.0,21.4076,86.9075
916,117.194.10.138,India,Odisha,Bhubaneswar,Asia/Kolkata,100.759,11.605,4.0,20.969,47.658,42.481,60.588,52.289,126.0,20.2002,85.7105
917,117.194.10.22,India,West Bengal,Howrah,Asia/Kolkata,99.814,26.494,5.0,22.413,52.464,45.151,64.893,55.231,120.0,22.4975,88.1969
918,117.194.10.238,India,Odisha,Bhubaneswar,Asia/Kolkata,68.466,18.24,8.0,55.162,49.949,46.467,59.466,54.634,127.0,20.0256,85.9955
919,117.194.10.175,India,Odisha,Bhubaneswar,Asia/Kolkata,66.289,45.139,8.0,68.634,66.396,60.037,80.517,68.669,122.0,20.0922,85.8238
920,117.194.10.41,India,Odisha,Howrah,Asia/Calcutta,63.14,10.226,7.0,33.588,39.939,36.069,51.827,42.163,87.0,22.4504,88.2683
921,117.194.10.72,India,West Bengal,Howrah,Asia/Kolkata,103.185,40.61,4.0,51.296,71.06,63.333,83.205,74.03,96.0,22.6183,88.4236
922,117.194.10.224,India,Odisha,Bhubaneswar,Asia/Kolkata,90.213,6.304,4.0,34.778,52.622,45.237,61.523,51.935,67.0,20.5516,86.061
923,117.194.10.52,India,West Bengal,Howrah,Asia/Kolkata,67.584,9.964,8.0,67.762,56.18,52.938,70.002,61.187,96.0,22.6944,88.1888
924,117.194.10.155,India,Odisha,Bhubaneswar,Asia/Calcutta,75.303,25.482,9.0,33.673,49.282,42.614,55.417,49.015,87.0,20.3045,85.4872
925,117.194.10.208,India,Odisha,Bhubaneswar,Asia/Calcutta,66.285,10.247,9.0,77.241,56.091,48.616,63.286,54.393,122.0,20.3211,86.069
926,117.194.126.82,India,Jharkhand,Jamshedpur,Asia/Calcutta,111.13,42.406,6.0,74.781,82.806,78.991,92.593,87.499,114.0,23.0914,85.9196
927,59.97.79.111,India,Maharashtra,Srinagar,Asia/Calcutta,109.836,18.612,7.0,55.035,68.878,61.726,74.89,70.016,111.0,21.8437,89.4598
928,117.233.121.56,India,Maharashtra,Pune,Asia/Calcutta,100.008,34.373,10.0,64.074,69.487,65.591,77.302,72.71,120.0,17.59,74.3123
929,117.199.242.220,India,Jharkhand,Jamshedpur,Asia/Calcutta,79.836,46.197,5.0,26.676,56.176,48.728,66.895,55.854,63.0,23.0993,86.4056
930,59.96.42.2,India,Kerala,- - -,Asia/Kolkata,99.947,6.014,6.0,57.005,57.481,53.467,68.028,61.488,121.0,15.8843,90.7817
931,59.94.90.215,India,Jharkhand,Hazaribagh,Asia/Calcutta,113.216,20.494,9.0,22.983,56.677,53.162,70.759,61.095,85.0,24.9541,77.489
932,117.199.242.122,India,Andhra Pradesh,Anantapur,Asia/Kolkata,71.454,31.458,8.0,26.313,45.641,40.841,55.298,47.929,56.0,17.9703,80.5621
933,117.199.242.14,India,Andhra Pradesh,Anantapur,Asia/Calcutta,80.779,37.273,6.0,53.21,65.217,59.366,78.593,69.404,53.0,25.2764,92.98
934,117.237.245.198,India,Assam,Guwahati,Asia/Calcutta,118.145,45.521,8.0,44.768,76.116,70.984,88.543,77.939,94.0,26.285,91.9236
935,117.208.69.86,India,Punjab,Mansa,Asia/Calcutta,87.259,16.065,7.0,52.579,57.948,50.742,68.809,58.416,65.0,29.9548,75.0485
936,59.93.233.249,India,Kerala,Manjeri,Asia/Calcutta,98.578,20.69,10.0,79.152,71.76,65.405,80.528,74.043,50.0,17.5001,70.0754
937,117.199.242.238,India,Jharkhand,Jamshedpur,Asia/Calcutta,88.994,20.855,4.0,50.467,60.635,54.134,68.994,60.614,100.0,22.808,86.176
938,61.2.7.159,India,Andhra Pradesh,Vijayawada,Asia/Calcutta,71.741,47.894,6.0,74.638,74.129,69.98,89.075,78.863,56.0,16.4699,80.7132
939,59.95.159.204,India,Maharashtra,Nashik,Asia/Calcutta,116.639,36.774,4.0,29.114,64.652,59.032,73.965,66.471,107.0,19.9694,73.676
940,117.194.126.9,India,Andaman and Nicobar,Port Blair,Asia/Kolkata,74.788,13.07,8.0,47.746,47.928,43.035,62.616,52.631,104.0,11.6514,92.7636
941,59.88.0.71,India,Kerala,Alappuzha,Asia/Calcutta,77.204,34.388,4.0,51.031,58.619,54.324,69.149,63.187,112.0,9.567,76.28
942,59.97.79.74,India,Karnataka,Bengaluru,Asia/Calcutta,89.887,42.648,9.0,69.369,69.753,65.25,82.541,72.342,101.0,12.2696,77.3042
943,61.2.238.249,India,Maharashtra,Nagpur,Asia/Kolkata,62.827,7.691,9.0,48.273,45.084,40.514,57.317,47.202,124.0,13.6248,75.7276
944,61.2.7.46,India,Andhra Pradesh,Vijayawada,Asia/Calcutta,105.868,36.398,8.0,54.417,70.08,64.912,78.144,72.883,87.0,16.5589,80.6084
945,117.212.186.17,India,Tamil Nadu,Tirunelveli,Asia/Calcutta,80.69,19.457,4.0,38.248,51.259,44.709,63.581,52.567,111.0,8.7691,77.7116
946,61.2.6.57,India,Telangana,Ramagundam,Asia/Kolkata,109.133,7.983,7.0,44.335,58.778,52.95,71.072,61.079,121.0,9.9053,70.8542
947,117.225.76.3,India,Punjab,Ludhiana,Asia/Kolkata,119.495,20.76,10.0,79.069,77.188,72.459,82.741,79.384,60.0,30.9918,75.9131
948,117.210.159.82,India,Haryana,Narnaul,Asia/Calcutta,67.988,44.098,5.0,57.285,63.546,56.313,75.241,64.779,109.0,34.3344,79.9387
949,117.199.242.120,India,Karnataka,Bengaluru,Asia/Calcutta,116.503,18.774,4.0,66.461,73.805,69.135,81.558,75.802,81.0,12.3057,77.7455
950,59.90.0.202,India,Telangana,Hyderabad,Asia/Calcutta,112.123,40.859,8.0,74.78,83.123,79.698,95.673,87.44,86.0,24.8148,79.5686
951,117.199.242.23,India,Karnataka,Bengaluru,Asia/Calcutta,117.357,21.982,4.0,53.861,74.386,69.252,87.525,77.701,66.0,12.5373,78.1749
952,61.1.136.91,India,Andhra Pradesh,Peddapuram,Asia/Calcutta,64.122,14.914,9.0,34.748,44.051,38.267,56.813,46.881,118.0,17.3658,82.2397
953,61.1.136.207,India,Karnataka,Bengaluru,Asia/Kolkata,112.283,17.939,5.0,59.302,67.903,61.498,80.32,70.894,64.0,12.8834,78.0522
954,61.2.238.106,India,Telangana,Hyderabad,Asia/Calcutta,83.935,47.207,8.0,47.72,67.717,64.269,79.756,71.21,127.0,34.1524,71.7635
955,117.243.23.252,India,Tamil Nadu,Salem,Asia/Kolkata,84.535,39.098,10.0,53.412,66.182,62.338,72.151,67.797,116.0,11.6157,78.1635
956,117.225.76.9,India,Punjab,Jaipur,Asia/Calcutta,93.981,11.954,4.0,61.877,65.196,60.433,75.976,68.334,75.0,26.7934,75.8083
957,61.1.40.37,India,Gujarat,Ahmedabad,Asia/Calcutta,107.952,33.883,4.0,74.976,77.798,71.415,91.633,79.821,97.0,22.9523,72.4261
958,117.221.77.147,India,Andhra Pradesh,Visakhapatnam,Asia/Calcutta,93.241,36.405,8.0,60.396,70.281,64.239,78.612,72.331,54.0,17.7845,83.1258
959,117.247.85.74,India,Gujarat,Ahmedabad,Asia/Calcutta,66.09,14.826,6.0,66.247,58.021,54.466,66.459,61.872,126.0,23.1849,72.7407
960,117.199.210.244,India,Rajasthan,Udaipur,Asia/Calcutta,90.961,15.779,5.0,39.266,58.634,51.468,72.464,62.663,69.0,24.5833,73.712
961,61.1.40.93,India,Gujarat,Ahmedabad,Asia/Calcutta,103.031,24.953,5.0,59.774,72.163,65.81,79.334,71.734,52.0,22.9405,72.8176
962,61.2.7.93,India,Andhra Pradesh,Vijayawada,Asia/Calcutta,75.618,28.674,4.0,49.175,55.745,49.002,64.845,56.657,128.0,16.38,80.5459
963,117.199.242.129,India,Karnataka,Bengaluru,Asia/Calcutta,103.728,43.314,6.0,35.014,69.289,62.228,82.891,73.543,80.0,13.5905,77.9016
964,117.221.77.215,India,Andhra Pradesh,Visakhapatnam,Asia/Kolkata,109.794,8.558,6.0,28.635,52.788,47.149,57.853,53.841,106.0,17.6643,83.3139
965,61.2.238.75,India,Telangana,Hyderabad,Asia/Calcutta,98.749,16.643,6.0,65.074,63.987,56.696,73.057,63.802,105.0,29.4523,72.2147
966,61.2.4.93,India,Andhra Pradesh,Vijayawada,Asia/Calcutta,111.292,6.961,4.0,37.78,57.033,53.972,68.416,59.215,111.0,16.3336,80.7089
967,117.228.25.54,India,Gujarat,Bhuj,Asia/Kolkata,110.519,8.958,9.0,24.988,54.907,47.655,67.598,56.97,80.0,14.7365,82.9261
968,117.199.242.78,India,Jharkhand,Jamshedpur,Asia/Calcutta,82.097,7.458,10.0,55.538,51.056,43.599,62.795,53.206,53.0,22.8846,86.4398
969,61.1.136.188,India,Andhra Pradesh,Bhimavaram,Asia/Calcutta,71.912,26.131,4.0,56.88,55.67,48.676,62.063,54.158,63.0,8.9194,84.5612
970,117.234.101.199,India,Uttar Pradesh,Lucknow,Asia/Calcutta,69.555,46.395,8.0,65.926,65.278,57.777,75.022,65.301,80.0,27.0527,81.1916
971,59.88.0.50,India,Kerala,Alappuzha,Asia/Calcutta,99.461,25.423,10.0,76.027,76.491,71.207,91.089,79.617,65.0,9.3304,76.2273
972,117.194.234.130,India,Bihar,Bettiah,Asia/Calcutta,67.505,21.764,6.0,57.197,55.593,52.56,62.177,59.018,113.0,13.3606,72.8004
973,117.221.77.1,India,Andhra Pradesh,Visakhapatnam,Asia/Kolkata,85.317,32.038,10.0,25.313,56.266,49.643,66.707,57.265,57.0,17.6496,83.2135
974,61.1.40.228,India,Maharashtra,Pune,Asia/Calcutta,104.506,11.771,8.0,46.543,64.142,59.299,75.06,67.415,103.0,17.9106,73.285
975,117.212.229.143,India,Madhya Pradesh,Indore,Asia/Calcutta,79.654,39.589,10.0,22.101,53.887,47.627,66.684,56.202,121.0,22.7505,75.808
976,117.212.229.186,India,Madhya Pradesh,Indore,Asia/Calcutta,112.75,36.373,7.0,61.154,73.406,70.178,85.984,77.703,58.0,22.6954,75.9024
977,117.221.77.243,India,Kerala,Visakhapatnam,Asia/Calcutta,117.308,9.315,7.0,52.606,64.765,60.893,77.849,68.657,107.0,17.5521,83.2341
978,117.224.171.116,India,Haryana,Palwal,Asia/Kolkata,64.366,8.136,4.0,56.429,47.741,41.185,53.121,48.33,58.0,28.1447,77.3104
979,59.89.53.50,India,Uttar Pradesh,Azamgarh,Asia/Calcutta,74.796,34.087,8.0,36.819,54.614,48.81,66.836,56.714,111.0,26.6428,86.7435
980,61.2.238.18,India,Telangana,Hyderabad,Asia/Calcutta,105.049,45.208,10.0,79.826,84.603,80.891,91.372,84.73,110.0,33.4899,77.1882
981,61.1.136.35,India,Andhra Pradesh,Peddapuram,Asia/Calcutta,72.547,23.414,5.0,62.842,57.771,52.798,69.409,62.363,67.0,17.3668,82.2662
982,117.194.76.15,India,Assam,Guwahati,Asia/Calcutta,69.706,28.192,9.0,31.643,52.718,46.223,59.738,52.535,106.0,26.0,91.7715
983,61.1.40.231,India,Gujarat,Ahmedabad,Asia/Calcutta,111.029,22.255,10.0,31.131,58.812,53.86,67.203,62.008,94.0,22.9483,72.5149
984,61.1.40.31,India,Rajasthan,Ahmedabad,Asia/Calcutta,67.041,12.244,9.0,64.015,52.76,48.537,66.793,57.18,94.0,23.2616,72.4285
985,61.1.40.64,India,Maharashtra,Pune,Asia/Kolkata,88.604,20.626,9.0,64.265,66.728,61.758,81.706,72.799,69.0,19.3051,73.7347
986,117.212.229.159,India,Madhya Pradesh,Bhopal,Asia/Calcutta,76.145,34.793,5.0,79.628,70.088,64.702,83.932,74.305,110.0,23.2005,77.3894
987,59.89.53.223,India,Uttar Pradesh,Kanpur,Asia/Calcutta,79.863,37.685,7.0,69.093,65.07,61.139,75.692,69.77,116.0,26.5017,80.4446
988,59.89.53.32,India,Uttar Pradesh,Azamgarh,Asia/Calcutta,103.282,23.394,5.0,63.032,66.057,61.476,77.483,70.061,55.0,34.0277,79.6737
989,59.89.53.152,India,Uttar Pradesh,Azamgarh,Asia/Calcutta,106.683,32.425,4.0,79.315,79.0,71.123,88.771,81.045,124.0,24.5413,82.3412
990,61.3.181.139,India,Kerala,Kozhikode,Asia/Calcutta,72.53,27.812,8.0,25.338,45.843,40.093,54.962,45.914,81.0,11.2083,75.5046
991,210.212.210.116,India,Andhra Pradesh,Samalkot,Asia/Calcutta,108.138,10.407,5.0,25.494,54.059,48.585,68.748,60.589,53.0,24.4568,90.0875
992,117.216.105.221,India,Tamil Nadu,Coimbatore,Asia/Calcutta,68.834,39.808,7.0,52.256,57.739,50.955,62.838,57.232,70.0,10.9192,76.8875
993,59.99.52.4,India,Kerala,Pathanamthitta,Asia/Calcutta,107.639,25.139,4.0,22.792,56.837,51.008,63.61,58.432,108.0,9.1626,76.5918
994,61.1.136.53,India,Andhra Pradesh,Peddapuram,Asia/Calcutta,98.981,42.207,10.0,67.524,74.49,67.937,88.143,77.732,83.0,17.4169,82.1776
995,117.221.77.232,India,Andhra Pradesh,Visakhapatnam,Asia/Calcutta,103.635,38.509,9.0,60.757,76.189,72.077,86.316,79.679,126.0,17.7845,83.2481
996,59.96.67.22,India,Maharashtra,Pune,Asia/Calcutta,87.795,46.213,8.0,65.422,69.55,62.041,82.16,71.038,79.0,18.1957,73.9572
997,117.194.252.102,India,West Bengal,Contai,Asia/Kolkata,94.836,45.227,7.0,79.384,80.147,73.57,94.444,84.237,66.0,32.4198,84.1133
998,117.230.157.129,India,Kerala,Thiruvananthapuram,Asia/Calcutta,99.929,44.625,7.0,69.916,75.909,68.414,85.526,76.737,86.0,8.4321,76.7443
999,61.3.181.93,India,Kerala,Palakkad,Asia/Kolkata,94.46,34.844,10.0,72.223,72.684,68.839,81.48,76.489,86.0,10.7286,76.6871
1000,59.97.254.47,India,Uttar Pradesh,Varanasi,Asia/Kolkata,64.86,24.537,9.0,24.438,42.168,35.561,50.951,42.215,123.0,25.2694,82.9805
